label	variable	group	Pseudotime	value	sd
RamDA_48h_H11	cluster_2	48h	1.55009973303585	-0.76248675665586	0.342852189585271
RamDA_48h_H11	cluster_3	48h	1.55009973303585	0.910971007471978	0.615908042406747
RamDA_48h_H11	cluster_4	48h	1.55009973303585	0.938497957194711	0.316411376722418
RamDA_48h_H11	cluster_5	48h	1.55009973303585	-0.931807857559635	0.228994149002873
RamDA_48h_H11	cluster_6	48h	1.55009973303585	-0.477639734819472	0.514962938304729
RamDA_48h_H11	cluster_7	48h	1.55009973303585	-0.073880487177272	0.546982463198873
RamDA_48h_H12	cluster_1	48h	1.28281886884289	0.27630843098426	0.49213475180125
RamDA_48h_H12	cluster_2	48h	1.28281886884289	-0.660715882543665	0.396173297387174
RamDA_48h_H12	cluster_3	48h	1.28281886884289	1.2334068799827	0.679261902764727
RamDA_48h_H12	cluster_4	48h	1.28281886884289	0.839619227974823	0.406084530314353
RamDA_48h_H12	cluster_5	48h	1.28281886884289	-0.519918755800505	0.319054598164883
RamDA_48h_H12	cluster_6	48h	1.28281886884289	0.073808123442596	0.630930556273282
RamDA_48h_H12	cluster_7	48h	1.28281886884289	0.224656103514269	0.713385665940361
RamDA_72h_A04	cluster_1	72h	1.84632986244948	1.31107540902135	0.279367910287057
RamDA_72h_A04	cluster_2	72h	1.84632986244948	-0.885395109031834	0.329265750646755
RamDA_72h_A04	cluster_3	72h	1.84632986244948	-0.281019408421544	0.516762726519442
RamDA_72h_A04	cluster_4	72h	1.84632986244948	0.72572454635838	0.376432430036892
RamDA_72h_A04	cluster_5	72h	1.84632986244948	-1.29684438309142	0.228766810729148
RamDA_72h_A04	cluster_6	72h	1.84632986244948	-1.3692840653741	0.215780592100658
RamDA_72h_A04	cluster_7	72h	1.84632986244948	-0.786014207498316	0.434012645679111
RamDA_72h_A05	cluster_1	72h	1.98051908370031	1.56025680101677	0.430440656757416
RamDA_72h_A05	cluster_2	72h	1.98051908370031	-0.962273235204921	0.461146950429612
RamDA_72h_A05	cluster_3	72h	1.98051908370031	-0.947349506174468	0.606052192180577
RamDA_72h_A05	cluster_4	72h	1.98051908370031	0.643241800177069	0.538632100326995
RamDA_72h_A05	cluster_5	72h	1.98051908370031	-1.47263387626226	0.3369071534748
RamDA_72h_A05	cluster_6	72h	1.98051908370031	-1.80220373018374	0.364149632659835
RamDA_72h_A05	cluster_7	72h	1.98051908370031	-1.10929186205949	0.577877245472173
RamDA_72h_A06	cluster_1	72h	1.45997069367555	0.570366484941093	0.449009001848735
RamDA_72h_A06	cluster_2	72h	1.45997069367555	-0.737556198694259	0.346799726334189
RamDA_72h_A06	cluster_3	72h	1.45997069367555	1.09817726205963	0.632949799933817
RamDA_72h_A06	cluster_4	72h	1.45997069367555	0.931451739740675	0.339090963480192
RamDA_72h_A06	cluster_5	72h	1.45997069367555	-0.81145051700772	0.27003212949382
RamDA_72h_A06	cluster_6	72h	1.45997069367555	-0.302970208553664	0.591527236382067
RamDA_72h_A06	cluster_7	72h	1.45997069367555	6.03545330749247e-05	0.605641638170744
RamDA_72h_A07	cluster_1	72h	1.83370016222659	1.28669724053908	0.272366456178553
RamDA_72h_A07	cluster_2	72h	1.83370016222659	-0.878171468203361	0.321459095929974
RamDA_72h_A07	cluster_3	72h	1.83370016222659	-0.219164236089912	0.516798511037767
RamDA_72h_A07	cluster_4	72h	1.83370016222659	0.734310697135415	0.363844559363081
RamDA_72h_A07	cluster_5	72h	1.83370016222659	-1.28098994260628	0.219827863451139
RamDA_72h_A07	cluster_6	72h	1.83370016222659	-1.32579061687177	0.215742792219526
RamDA_72h_A07	cluster_7	72h	1.83370016222659	-0.751754612428162	0.425337466463644
RamDA_72h_A08	cluster_1	72h	1.88230058698537	1.3796817388007	0.308034113950086
RamDA_72h_A08	cluster_2	72h	1.88230058698537	-0.906212858202087	0.356518154045872
RamDA_72h_A08	cluster_3	72h	1.88230058698537	-0.458664003751809	0.520406103634813
RamDA_72h_A08	cluster_4	72h	1.88230058698537	0.702642929581286	0.415225747228184
RamDA_72h_A08	cluster_5	72h	1.88230058698537	-1.34260869730184	0.254184444747392
RamDA_72h_A08	cluster_6	72h	1.88230058698537	-1.49107269143739	0.230276651980084
RamDA_72h_A08	cluster_7	72h	1.88230058698537	-0.879780575000208	0.461843351338566
RamDA_72h_A09	cluster_1	72h	1.96285867801602	1.52846417973694	0.40445942412293
RamDA_72h_A09	cluster_2	72h	1.96285867801602	-0.952410707690214	0.438703391076334
RamDA_72h_A09	cluster_3	72h	1.96285867801602	-0.859498895191262	0.577009634199792
RamDA_72h_A09	cluster_4	72h	1.96285867801602	0.65401231904206	0.514045170376008
RamDA_72h_A09	cluster_5	72h	1.96285867801602	-1.44874368621428	0.3177720394036
RamDA_72h_A09	cluster_6	72h	1.96285867801602	-1.74859169642132	0.3295872360063
RamDA_72h_A09	cluster_7	72h	1.96285867801602	-1.07033982010818	0.546586933547843
RamDA_72h_A11	cluster_1	72h	1.91720833286824	1.44497924620553	0.345223567851208
RamDA_72h_A11	cluster_2	72h	1.91720833286824	-0.9264318664493	0.388595117326057
RamDA_72h_A11	cluster_3	72h	1.91720833286824	-0.632212888547871	0.533007589953511
RamDA_72h_A11	cluster_4	72h	1.91720833286824	0.68143993417485	0.455944285186758
RamDA_72h_A11	cluster_5	72h	1.91720833286824	-1.38797586290435	0.279065122796052
RamDA_72h_A11	cluster_6	72h	1.91720833286824	-1.60543094432821	0.262142527417195
RamDA_72h_A11	cluster_7	72h	1.91720833286824	-0.965380405078179	0.491813452199321
RamDA_72h_B01	cluster_1	72h	1.74384946520395	1.11042910298988	0.28029414547101
RamDA_72h_B01	cluster_2	72h	1.74384946520395	-0.830405159149445	0.303178557056531
RamDA_72h_B01	cluster_3	72h	1.74384946520395	0.205123458732182	0.537561520478873
RamDA_72h_B01	cluster_4	72h	1.74384946520395	0.804588391781099	0.302507416305593
RamDA_72h_B01	cluster_5	72h	1.74384946520395	-1.17036544523011	0.173751492276666
RamDA_72h_B01	cluster_6	72h	1.74384946520395	-1.01539130412977	0.289973172282728
RamDA_72h_B01	cluster_7	72h	1.74384946520395	-0.495478076062704	0.416550998589948
RamDA_72h_B02	cluster_1	72h	1.92600078212278	1.46122094679309	0.355744638795257
RamDA_72h_B02	cluster_2	72h	1.92600078212278	-0.931486509403553	0.397473485510158
RamDA_72h_B02	cluster_3	72h	1.92600078212278	-0.675992132550631	0.538523947967374
RamDA_72h_B02	cluster_4	72h	1.92600078212278	0.676171678603519	0.466645062963445
RamDA_72h_B02	cluster_5	72h	1.92600078212278	-1.39955731412893	0.285691218407466
RamDA_72h_B02	cluster_6	72h	1.92600078212278	-1.63356252806403	0.272780885670843
RamDA_72h_B02	cluster_7	72h	1.92600078212278	-0.986158276801129	0.500349177362653
RamDA_72h_B03	cluster_1	72h	1.81903029214337	1.25821721003797	0.266633182760785
RamDA_72h_B03	cluster_2	72h	1.81903029214337	-0.869883762336182	0.313815789824258
RamDA_72h_B03	cluster_3	72h	1.81903029214337	-0.147798327633503	0.517590810816053
RamDA_72h_B03	cluster_4	72h	1.81903029214337	0.744669459327906	0.350141557242534
RamDA_72h_B03	cluster_5	72h	1.81903029214337	-1.26269531953186	0.209678381256908
RamDA_72h_B03	cluster_6	72h	1.81903029214337	-1.27496207368538	0.219306116269897
RamDA_72h_B03	cluster_7	72h	1.81903029214337	-0.711172068784792	0.416712168135453
RamDA_72h_B04	cluster_1	72h	1.78228936676009	1.18626984087654	0.264663006637258
RamDA_72h_B04	cluster_2	72h	1.78228936676009	-0.849842035941393	0.302510558511518
RamDA_72h_B04	cluster_3	72h	1.78228936676009	0.0278831841993711	0.523659001792074
RamDA_72h_B04	cluster_4	72h	1.78228936676009	0.772607456441775	0.321488789265537
RamDA_72h_B04	cluster_5	72h	1.78228936676009	-1.21734045985843	0.187417119207676
RamDA_72h_B04	cluster_6	72h	1.78228936676009	-1.1472107869262	0.244649617531866
RamDA_72h_B04	cluster_7	72h	1.78228936676009	-0.606597060456206	0.406081952596871
RamDA_72h_B05	cluster_1	72h	1.81262657416672	1.24573532936479	0.264995053048705
RamDA_72h_B05	cluster_2	72h	1.81262657416672	-0.866309433830596	0.311007850518234
RamDA_72h_B05	cluster_3	72h	1.81262657416672	-0.116836156872272	0.518203434738935
RamDA_72h_B05	cluster_4	72h	1.81262657416672	0.749330682217885	0.344519870292989
RamDA_72h_B05	cluster_5	72h	1.81262657416672	-1.2547461649775	0.205397039326604
RamDA_72h_B05	cluster_6	72h	1.81262657416672	-1.25270591441328	0.222085564902585
RamDA_72h_B05	cluster_7	72h	1.81262657416672	-0.693215419771961	0.413599135467133
RamDA_72h_B06	cluster_1	72h	1.99878675538661	1.59290390309702	0.459130892410884
RamDA_72h_B06	cluster_2	72h	1.99878675538661	-0.972367575367803	0.486462273878598
RamDA_72h_B06	cluster_3	72h	1.99878675538661	-1.03814307944929	0.643998623294256
RamDA_72h_B06	cluster_4	72h	1.99878675538661	0.631946451138401	0.56564880371948
RamDA_72h_B06	cluster_5	72h	1.99878675538661	-1.49752492900255	0.360027378090688
RamDA_72h_B06	cluster_6	72h	1.99878675538661	-1.85679861044488	0.404877902341646
RamDA_72h_B06	cluster_7	72h	1.99878675538661	-1.14886788965063	0.618339329624971
RamDA_72h_B07	cluster_1	72h	1.79763708844611	1.21641534059974	0.26329762969603
RamDA_72h_B07	cluster_2	72h	1.79763708844611	-0.858068060595185	0.305791047283345
RamDA_72h_B07	cluster_3	72h	1.79763708844611	-0.0448907171796839	0.520338073200683
RamDA_72h_B07	cluster_4	72h	1.79763708844611	0.760587389126691	0.332344233931972
RamDA_72h_B07	cluster_5	72h	1.79763708844611	-1.23621647555957	0.195939011417771
RamDA_72h_B07	cluster_6	72h	1.79763708844611	-1.20054598733762	0.231393322228964
RamDA_72h_B07	cluster_7	72h	1.79763708844611	-0.650689147753073	0.408256255227624
RamDA_72h_B08	cluster_1	72h	1.61876826538262	0.865342593378656	0.372769389759042
RamDA_72h_B08	cluster_2	72h	1.61876826538262	-0.781602000467126	0.338218172710333
RamDA_72h_B08	cluster_3	72h	1.61876826538262	0.704862872232058	0.602375762868594
RamDA_72h_B08	cluster_4	72h	1.61876826538262	0.907004355914351	0.303906301827785
RamDA_72h_B08	cluster_5	72h	1.61876826538262	-1.01775388601278	0.199546027306075
RamDA_72h_B08	cluster_6	72h	1.61876826538262	-0.637671380609808	0.449811073380217
RamDA_72h_B08	cluster_7	72h	1.61876826538262	-0.180826299756018	0.511648756449969
RamDA_72h_B09	cluster_1	72h	1.90988626213891	1.43139095025969	0.336796761505923
RamDA_72h_B09	cluster_2	72h	1.90988626213891	-0.922207389517759	0.381450569576554
RamDA_72h_B09	cluster_3	72h	1.90988626213891	-0.595765486819334	0.529254657375119
RamDA_72h_B09	cluster_4	72h	1.90988626213891	0.685838162228276	0.44717624427757
RamDA_72h_B09	cluster_5	72h	1.90988626213891	-1.37837856293881	0.273712137897063
RamDA_72h_B09	cluster_6	72h	1.90988626213891	-1.5817935568941	0.254092120935644
RamDA_72h_B09	cluster_7	72h	1.90988626213891	-0.947846264420675	0.485121310662195
RamDA_72h_B10	cluster_1	72h	1.60525603879274	0.839377027617014	0.381290577012588
RamDA_72h_B10	cluster_2	72h	1.60525603879274	-0.777574719517848	0.340159018975711
RamDA_72h_B10	cluster_3	72h	1.60525603879274	0.74966088590383	0.606486793934123
RamDA_72h_B10	cluster_4	72h	1.60525603879274	0.915369700437674	0.306304747473202
RamDA_72h_B10	cluster_5	72h	1.60525603879274	-1.00106120399594	0.205016106156858
RamDA_72h_B10	cluster_6	72h	1.60525603879274	-0.603568935766655	0.463558435563259
RamDA_72h_B10	cluster_7	72h	1.60525603879274	-0.155531682212875	0.519305912815028
RamDA_72h_B11	cluster_1	72h	1.54394952273075	0.723414673364775	0.413890440303237
RamDA_72h_B11	cluster_2	72h	1.54394952273075	-0.760872239656876	0.342852447836688
RamDA_72h_B11	cluster_3	72h	1.54394952273075	0.926761589672048	0.616556824586883
RamDA_72h_B11	cluster_4	72h	1.54394952273075	0.939833049022259	0.317596496843479
RamDA_72h_B11	cluster_5	72h	1.54394952273075	-0.923935428043399	0.231806450266951
RamDA_72h_B11	cluster_6	72h	1.54394952273075	-0.464758091747687	0.520433582152898
RamDA_72h_B11	cluster_7	72h	1.54394952273075	-0.0668269653608385	0.550150702726366
RamDA_72h_B12	cluster_1	72h	1.72891431884854	1.08091469935189	0.289946807620958
RamDA_72h_B12	cluster_2	72h	1.72891431884854	-0.823373859103373	0.306293047473014
RamDA_72h_B12	cluster_3	72h	1.72891431884854	0.271626028838392	0.544970833048736
RamDA_72h_B12	cluster_4	72h	1.72891431884854	0.817525395304991	0.298388768089086
RamDA_72h_B12	cluster_5	72h	1.72891431884854	-1.15218494988444	0.171944805357866
RamDA_72h_B12	cluster_6	72h	1.72891431884854	-0.965417451633128	0.310295002131204
RamDA_72h_B12	cluster_7	72h	1.72891431884854	-0.452814035210637	0.425962491244098
RamDA_72h_C01	cluster_1	72h	1.79264183836421	1.20661614215091	0.263401480415777
RamDA_72h_C01	cluster_2	72h	1.79264183836421	-0.85536537379115	0.304491149644168
RamDA_72h_C01	cluster_3	72h	1.79264183836421	-0.0210982865318148	0.521286043167636
RamDA_72h_C01	cluster_4	72h	1.79264183836421	0.764445954893878	0.328621749249805
RamDA_72h_C01	cluster_5	72h	1.79264183836421	-1.23006309272512	0.193015321546098
RamDA_72h_C01	cluster_6	72h	1.79264183836421	-1.18316867804431	0.235319995461918
RamDA_72h_C01	cluster_7	72h	1.79264183836421	-0.636388045685347	0.407159270500091
RamDA_72h_C02	cluster_1	72h	1.94599524999696	1.49785982035842	0.381252421115244
RamDA_72h_C02	cluster_2	72h	1.94599524999696	-0.942893720355896	0.41897484850202
RamDA_72h_C02	cluster_3	72h	1.94599524999696	-0.775556698880929	0.555982641720919
RamDA_72h_C02	cluster_4	72h	1.94599524999696	0.664186758567707	0.491784380035984
RamDA_72h_C02	cluster_5	72h	1.94599524999696	-1.42611771627794	0.30201268999974
RamDA_72h_C02	cluster_6	72h	1.94599524999696	-1.69652442163419	0.301074446805557
RamDA_72h_C02	cluster_7	72h	1.94599524999696	-1.03236529549389	0.522813705730251
RamDA_72h_C03	cluster_1	72h	2.10507058324285	1.78002741772171	0.65836676114445
RamDA_72h_C03	cluster_2	72h	2.10507058324285	-1.02968066219221	0.676139626182692
RamDA_72h_C03	cluster_3	72h	2.10507058324285	-1.56518189158496	0.995441836401607
RamDA_72h_C03	cluster_4	72h	2.10507058324285	0.563685540283201	0.757976407782158
RamDA_72h_C03	cluster_5	72h	2.10507058324285	-1.64443096609396	0.560413174034597
RamDA_72h_C03	cluster_6	72h	2.10507058324285	-2.16403751538705	0.718638009302138
RamDA_72h_C03	cluster_7	72h	2.10507058324285	-1.37122843898049	1.00849332987769
RamDA_72h_C04	cluster_1	72h	1.92444278983335	1.45834890122512	0.353848923877041
RamDA_72h_C04	cluster_2	72h	1.92444278983335	-0.930592416035572	0.395875860719097
RamDA_72h_C04	cluster_3	72h	1.92444278983335	-0.66823397507083	0.537459637166059
RamDA_72h_C04	cluster_4	72h	1.92444278983335	0.677104644129378	0.464734529990258
RamDA_72h_C04	cluster_5	72h	1.92444278983335	-1.39750063879072	0.284497950949095
RamDA_72h_C04	cluster_6	72h	1.92444278983335	-1.62859776297991	0.270817451054383
RamDA_72h_C04	cluster_7	72h	1.92444278983335	-0.982497954392191	0.498789404232744
RamDA_72h_C05	cluster_1	72h	1.85441095042884	1.32659862295732	0.284760022366763
RamDA_72h_C05	cluster_2	72h	1.85441095042884	-0.890048784698239	0.334788458673317
RamDA_72h_C05	cluster_3	72h	1.85441095042884	-0.320762929659354	0.517057110925166
RamDA_72h_C05	cluster_4	72h	1.85441095042884	0.720377101520613	0.384807321750986
RamDA_72h_C05	cluster_5	72h	1.85441095042884	-1.30704414623422	0.234509585587614
RamDA_72h_C05	cluster_6	72h	1.85441095042884	-1.3969405589503	0.217253002408325
RamDA_72h_C05	cluster_7	72h	1.85441095042884	-0.807579790876627	0.439969803471366
RamDA_72h_C06	cluster_1	72h	1.83296903759988	1.28528184925578	0.272017750484069
RamDA_72h_C06	cluster_2	72h	1.83296903759988	-0.87775554254476	0.321040388585289
RamDA_72h_C06	cluster_3	72h	1.83296903759988	-0.215594385217426	0.516818688892519
RamDA_72h_C06	cluster_4	72h	1.83296903759988	0.734816838010523	0.363136755787899
RamDA_72h_C06	cluster_5	72h	1.83296903759988	-1.28007520285453	0.219314154078236
RamDA_72h_C06	cluster_6	72h	1.83296903759988	-1.3232642297564	0.215827736996767
RamDA_72h_C06	cluster_7	72h	1.83296903759988	-0.749751448245803	0.424865830370418
RamDA_72h_C07	cluster_1	72h	1.78193810062611	1.18557867241292	0.264730050323605
RamDA_72h_C07	cluster_2	72h	1.78193810062611	-0.849656565579534	0.30246024363268
RamDA_72h_C07	cluster_3	72h	1.78193810062611	0.0295369654072629	0.523749496793126
RamDA_72h_C07	cluster_4	72h	1.78193810062611	0.772888173606898	0.321261041231996
RamDA_72h_C07	cluster_5	72h	1.78193810062611	-1.21690942943584	0.187239226153294
RamDA_72h_C07	cluster_6	72h	1.78193810062611	-1.14599263605516	0.244992592319667
RamDA_72h_C07	cluster_7	72h	1.78193810062611	-0.605583324917091	0.406074566839478
RamDA_72h_C08	cluster_1	72h	1.85598371219925	1.32961263707184	0.285886559453834
RamDA_72h_C08	cluster_2	72h	1.85598371219925	-0.890956734244111	0.335907359338742
RamDA_72h_C08	cluster_3	72h	1.85598371219925	-0.328511019026093	0.517144811102446
RamDA_72h_C08	cluster_4	72h	1.85598371219925	0.719348680061467	0.386463047224468
RamDA_72h_C08	cluster_5	72h	1.85598371219925	-1.30903452175932	0.235626242595643
RamDA_72h_C08	cluster_6	72h	1.85598371219925	-1.4023052080886	0.217665873634065
RamDA_72h_C08	cluster_7	72h	1.85598371219925	-0.811743592600493	0.441156153258415
RamDA_72h_C09	cluster_1	72h	1.92425031044663	1.45799390323868	0.353615653759101
RamDA_72h_C09	cluster_2	72h	1.92425031044663	-0.930481908123521	0.395679224708231
RamDA_72h_C09	cluster_3	72h	1.92425031044663	-0.667275520589936	0.537330838413997
RamDA_72h_C09	cluster_4	72h	1.92425031044663	0.677219915143007	0.464498938067492
RamDA_72h_C09	cluster_5	72h	1.92425031044663	-1.39724668375479	0.284351153447457
RamDA_72h_C09	cluster_6	72h	1.92425031044663	-1.62798380126281	0.27057724122413
RamDA_72h_C09	cluster_7	72h	1.92425031044663	-0.982045114472161	0.498598232281156
RamDA_72h_C10	cluster_1	72h	1.90103987249234	1.41489693741981	0.327038619972293
RamDA_72h_C10	cluster_2	72h	1.90103987249234	-0.917088388603979	0.373111856128658
RamDA_72h_C10	cluster_3	72h	1.90103987249234	-0.551752776382201	0.525600991052545
RamDA_72h_C10	cluster_4	72h	1.90103987249234	0.69117696637164	0.4367451205818
RamDA_72h_C10	cluster_5	72h	1.90103987249234	-1.36684121103557	0.267377585369705
RamDA_72h_C10	cluster_6	72h	1.90103987249234	-1.55298206768307	0.245330026944131
RamDA_72h_C10	cluster_7	72h	1.90103987249234	-0.926369882202077	0.477396480841613
RamDA_72h_C11	cluster_1	72h	1.80852866483338	1.2377333596936	0.264231714697757
RamDA_72h_C11	cluster_2	72h	1.80852866483338	-0.864038062735418	0.309389476003413
RamDA_72h_C11	cluster_3	72h	1.80852866483338	-0.0970904196575273	0.518686288406481
RamDA_72h_C11	cluster_4	72h	1.80852866483338	0.752359761341503	0.341049141975031
RamDA_72h_C11	cluster_5	72h	1.80852866483338	-1.24967008652801	0.202723773923675
RamDA_72h_C11	cluster_6	72h	1.80852866483338	-1.23845075853192	0.224247091998836
RamDA_72h_C11	cluster_7	72h	1.80852866483338	-0.681654202970219	0.411852837386736
RamDA_72h_C12	cluster_1	72h	1.78230736222841	1.18630524832407	0.264659614040272
RamDA_72h_C12	cluster_2	72h	1.78230736222841	-0.849851541184692	0.302513165893928
RamDA_72h_C12	cluster_3	72h	1.78230736222841	0.0277984455020382	0.523654383647323
RamDA_72h_C12	cluster_4	72h	1.78230736222841	0.772593081793403	0.32150048262442
RamDA_72h_C12	cluster_5	72h	1.78230736222841	-1.21736254277273	0.187426255303753
RamDA_72h_C12	cluster_6	72h	1.78230736222841	-1.14727319725546	0.244632091288356
RamDA_72h_C12	cluster_7	72h	1.78230736222841	-0.606648990106122	0.40608238321685
RamDA_72h_D01	cluster_1	72h	1.98767894130629	1.57307916286644	0.441466036939942
RamDA_72h_D01	cluster_2	72h	1.98767894130629	-0.966242125932336	0.470806727208282
RamDA_72h_D01	cluster_3	72h	1.98767894130629	-0.982945067804711	0.619965744983
RamDA_72h_D01	cluster_4	72h	1.98767894130629	0.638834353540326	0.549018852964602
RamDA_72h_D01	cluster_5	72h	1.98767894130629	-1.48236978172458	0.345546141172651
RamDA_72h_D01	cluster_6	72h	1.98767894130629	-1.82369835492436	0.379522271368179
RamDA_72h_D01	cluster_7	72h	1.98767894130629	-1.12488105242448	0.592708641591632
RamDA_72h_D02	cluster_1	72h	2.02979372044022	1.64788135610142	0.51194846438753
RamDA_72h_D02	cluster_2	72h	2.02979372044022	-0.989287786794737	0.534573371855687
RamDA_72h_D02	cluster_3	72h	2.02979372044022	-1.19207608935003	0.726062142131998
RamDA_72h_D02	cluster_4	72h	2.02979372044022	0.612410129722598	0.615595110148269
RamDA_72h_D02	cluster_5	72h	2.02979372044022	-1.54009931737792	0.407564385527832
RamDA_72h_D02	cluster_6	72h	2.02979372044022	-1.94786742962394	0.484610299924622
RamDA_72h_D02	cluster_7	72h	2.02979372044022	-1.21479987443521	0.70699526136959
RamDA_72h_D03	cluster_1	72h	1.86665241846419	1.34999435413761	0.294147206874517
RamDA_72h_D03	cluster_2	72h	1.86665241846419	-0.897130355555345	0.343849901055365
RamDA_72h_D03	cluster_3	72h	1.86665241846419	-0.381168761034164	0.518027228691843
RamDA_72h_D03	cluster_4	72h	1.86665241846419	0.712469468903744	0.397895054312964
RamDA_72h_D03	cluster_5	72h	1.86665241846419	-1.32258304557383	0.24317919652446
RamDA_72h_D03	cluster_6	72h	1.86665241846419	-1.43852711799752	0.221510894700566
RamDA_72h_D03	cluster_7	72h	1.86665241846419	-0.83969748960011	0.449377641605258
RamDA_72h_D04	cluster_1	72h	1.99454337018472	1.58533975677232	0.452302532783492
RamDA_72h_D04	cluster_2	72h	1.99454337018472	-0.970031979920093	0.480384303328531
RamDA_72h_D04	cluster_3	72h	1.99454337018472	-1.01706002651586	0.634468787704969
RamDA_72h_D04	cluster_4	72h	1.99454337018472	0.634585002682853	0.559220045530541
RamDA_72h_D04	cluster_5	72h	1.99454337018472	-1.49172846708599	0.354337821148629
RamDA_72h_D04	cluster_6	72h	1.99454337018472	-1.84418746825896	0.39497908856492
RamDA_72h_D04	cluster_7	72h	1.99454337018472	-1.13973120488202	0.608165996586336
RamDA_72h_D05	cluster_1	72h	1.64251874187075	0.91129517922358	0.35643238249516
RamDA_72h_D05	cluster_2	72h	1.64251874187075	-0.789170427688189	0.333227330761774
RamDA_72h_D05	cluster_3	72h	1.64251874187075	0.621312435046414	0.592932321382326
RamDA_72h_D05	cluster_4	72h	1.64251874187075	0.890272349033586	0.299916471095569
RamDA_72h_D05	cluster_5	72h	1.64251874187075	-1.04692941924101	0.190395880978063
RamDA_72h_D05	cluster_6	72h	1.64251874187075	-0.70100715338496	0.423861158175361
RamDA_72h_D05	cluster_7	72h	1.64251874187075	-0.230278625012736	0.496215436017645
RamDA_72h_D06	cluster_1	72h	1.96781228943934	1.53740693003488	0.411572959339476
RamDA_72h_D06	cluster_2	72h	1.96781228943934	-0.955187763755404	0.444806301345371
RamDA_72h_D06	cluster_3	72h	1.96781228943934	-0.884147230320294	0.584407630103016
RamDA_72h_D06	cluster_4	72h	1.96781228943934	0.651004777209212	0.520800798425962
RamDA_72h_D06	cluster_5	72h	1.96781228943934	-1.45542573937347	0.322843844705748
RamDA_72h_D06	cluster_6	72h	1.96781228943934	-1.76371938523286	0.338795510849116
RamDA_72h_D06	cluster_7	72h	1.96781228943934	-1.08134329021784	0.554644436407098
RamDA_72h_D07	cluster_1	72h	1.70722296574948	1.03808648462268	0.306035545927121
RamDA_72h_D07	cluster_2	72h	1.70722296574948	-0.813735834417905	0.312624605615701
RamDA_72h_D07	cluster_3	72h	1.70722296574948	0.365403363616964	0.557102231847227
RamDA_72h_D07	cluster_4	72h	1.70722296574948	0.836500633742058	0.295338793161131
RamDA_72h_D07	cluster_5	72h	1.70722296574948	-1.12580599919058	0.172690583614767
RamDA_72h_D07	cluster_6	72h	1.70722296574948	-0.894659115898324	0.340541370086732
RamDA_72h_D07	cluster_7	72h	1.70722296574948	-0.392266442908835	0.442966029444058
RamDA_72h_D08	cluster_1	72h	1.61331098030532	0.854839433427653	0.376277962583382
RamDA_72h_D08	cluster_2	72h	1.61331098030532	-0.779953596948197	0.339078877005035
RamDA_72h_D08	cluster_3	72h	1.61331098030532	0.723199193849692	0.604144648606718
RamDA_72h_D08	cluster_4	72h	1.61331098030532	0.910493537198577	0.30486903250525
RamDA_72h_D08	cluster_5	72h	1.61331098030532	-1.01102156863465	0.201734824578314
RamDA_72h_D08	cluster_6	72h	1.61331098030532	-0.623731917945197	0.455442139329215
RamDA_72h_D08	cluster_7	72h	1.61331098030532	-0.17035743764514	0.514826054492558
RamDA_72h_D09	cluster_1	72h	2.09392571805949	1.7605263853645	0.635385167462175
RamDA_72h_D09	cluster_2	72h	2.09392571805949	-1.02373369161498	0.65329487874765
RamDA_72h_D09	cluster_3	72h	2.09392571805949	-1.50997251925232	0.951058027466356
RamDA_72h_D09	cluster_4	72h	2.09392571805949	0.570964159402558	0.735209870492031
RamDA_72h_D09	cluster_5	72h	2.09392571805949	-1.62893845704198	0.535178211487048
RamDA_72h_D09	cluster_6	72h	2.09392571805949	-2.1322704710435	0.681449703763085
RamDA_72h_D09	cluster_7	72h	2.09392571805949	-1.34824194000899	0.958163139506686
RamDA_72h_D10	cluster_1	72h	1.40312052056481	0.471381556503511	0.469831686692365
RamDA_72h_D10	cluster_2	72h	1.40312052056481	-0.718057822015206	0.360033772382871
RamDA_72h_D10	cluster_3	72h	1.40312052056481	1.17053555971376	0.658960520948332
RamDA_72h_D10	cluster_4	72h	1.40312052056481	0.903637352007838	0.363216119131916
RamDA_72h_D10	cluster_5	72h	1.40312052056481	-0.727453800130042	0.292398229496927
RamDA_72h_D10	cluster_6	72h	1.40312052056481	-0.195771544279129	0.628871457283802
RamDA_72h_D10	cluster_7	72h	1.40312052056481	0.0382791984028041	0.654627017974697
RamDA_72h_D11	cluster_1	72h	2.02038602668783	1.63124982236752	0.495393096446701
RamDA_72h_D11	cluster_2	72h	2.02038602668783	-0.984178892294886	0.519289709045448
RamDA_72h_D11	cluster_3	72h	2.02038602668783	-1.14539335741701	0.69895307077968
RamDA_72h_D11	cluster_4	72h	2.02038602668783	0.618382664139502	0.599880386463748
RamDA_72h_D11	cluster_5	72h	2.02038602668783	-1.52714581763058	0.392043695475801
RamDA_72h_D11	cluster_6	72h	2.02038602668783	-1.92041725615052	0.459118200710377
RamDA_72h_D11	cluster_7	72h	2.02038602668783	-1.1949318198031	0.677481713324749
RamDA_72h_D12	cluster_1	72h	1.81333686915404	1.24712119577436	0.265150095132073
RamDA_72h_D12	cluster_2	72h	1.81333686915404	-0.866704434674326	0.311302691375327
RamDA_72h_D12	cluster_3	72h	1.81333686915404	-0.120264215111076	0.518127071654591
RamDA_72h_D12	cluster_4	72h	1.81333686915404	0.748809339753898	0.345131728419529
RamDA_72h_D12	cluster_5	72h	1.81333686915404	-1.25562684644964	0.205866037076288
